"","Name","State","District","tehsil","village","shape_length","shape_area","longtitude","latitude","electricity","treated_water","electronics","phone","transport"
"5541","Solkhian (217)",3,51,264,38737,0.0765368963211,0.000166987637864,76.5381341207819,30.8972857286593,99,88.9,35.2333333333333,83.3,64.7
"5542","Goslan (225)",3,51,264,38738,0.0493202163522,0.000137842578247,76.5289506010963,30.8751786235255,96.2,78.9,30.1333333333333,85.3,57.3
"5543","Khabra (216)",3,51,264,38739,0.0964561400838,0.000233110666514,76.5328668272501,30.8872134420423,98.3,90.2,35.0333333333333,74.4,73.9
"5544","Haripur Alias Rormajra (221)",3,51,264,38740,0.0499188783577,0.000136922596053,76.5409801017764,30.8790931077312,100,94.4,44.4333333333333,94.5,98.2
"5545","Singh (215)",3,51,264,38741,0.0499608168387,0.00010293327617,76.5494868082174,30.8895757809951,98.9,83,34.7666666666667,92.4,59
"5546","Bhagwantpur (214)",3,51,264,38742,0.0557055532552,0.000148027286466,76.5575956976903,30.8921311939559,97.8,89.5,34.2666666666667,83.4,56.4
"5547","Santpur Alias Chupki (212)",3,51,264,38743,0.0471846480868,5.41003291766e-05,76.5625744849619,30.8831977735499,96.9,90.7,43.7333333333333,93.7,90.6
"5548","Brahman Majra (213)",3,51,264,38744,0.0578259867944,0.000168355520725,76.5675407478197,30.8924794736907,99.2,74.8,36.8666666666667,91,83.8
"5549","Ramgarh Alias Dekwala (203)",3,51,264,38745,0.0555662899263,0.00015075151851,76.5819701510768,30.9014774799233,100,74.7,35.2,94.4,85.1
"5550","Chararian (204)",3,51,264,38746,0.0693813860084,0.00024715089327,76.5801141440575,30.8900614473595,99.5,44.2,35.6666666666667,87.8,82.8
"5551","Atalgarh (208)",3,51,264,38747,0.0441392295715,7.07589378176e-05,76.577120699133,30.876623923357,100,18.9,29.7333333333333,91.9,73
"5552","Lohari (209)",3,51,264,38748,0.0496037412676,0.00010766280206,76.5711771061449,30.8746360544804,99.3,30.7,29.8666666666667,88.8,49.7
"5553","Bhago Majra (210)",3,51,264,38749,0.0612876544705,0.000143407059958,76.5623231837492,30.8726521681581,97.6,48.5,43.7,94,79.1
"5555","Mugal Majri (223)",3,51,264,38751,0.013256668256,8.7676670798e-06,76.5327478624381,30.8689361240287,97.8,25.8,36.5666666666667,85,72.1
"5556","Sihon Majra (222)",3,51,264,38752,0.0526256596928,0.00011817325198,76.5422207852821,30.8705208425463,99.2,97.7,32.8,87.7,84.7
"5557","Kishanpura (207)",3,51,264,38753,0.0522377070448,0.000135795847054,76.5897046437502,30.8702154246591,93.7,42.8,39.6333333333333,92.8,70.6
"5558","Kalal Majra (205)",3,51,264,38754,0.0578336352913,0.000126694769782,76.5862886552269,30.8793990895511,94.1,18.5,30.5,84.8,52.9
"5559","Kakron (206)",3,51,264,38755,0.0631798452364,0.000144555115552,76.5987953303033,30.8828740643107,99.2,64.9,35.9333333333333,86.8,79.7
"5560","Balamgarh Alias Mandwara (386)",3,51,264,38756,0.128558794231,0.000560417833417,76.6041949560905,30.8985505146005,97.8,92.4,31.8,85.4,52.4
"5562","Bindrakh (383)",3,51,264,38759,0.0749193257642,0.000212403644334,76.6396920772604,30.9120774033312,97.5,100,33.0333333333333,81.7,81.6
"5563","Harnampur (372)",3,51,264,38761,0.0797939061761,0.000228359461127,76.6734320175001,30.9178956621409,94.7,19.3,36.2666666666667,87.7,80.7
"5564","Bardar (370)",3,51,264,38762,0.189988586405,0.00155203266894,76.7051987656808,30.9418397919442,93.7,38,33.3333333333333,75.4,58.4
"5565","Nehon (CT)",3,51,264,38763,0.0421126007137,7.27380468761e-05,76.5682780824155,31.0315723636671,89.8,87.1,44.6,93.8,79.3
"5566","Kotla Nihang (CT)",3,51,264,38765,0.0790364075494,0.000283016288776,76.5450997692893,30.9523240932693,96.7,88.9,37.4666666666667,79.7,52.9
"5567","Kamalpur (60)",3,51,265,38766,0.0884726540929,0.000352047892673,76.4760131297779,30.9137093575217,98.3,59.2,35.3666666666667,95.6,87.8
"5568","Rattanpur (87)",3,51,265,38767,0.0419346044558,6.0181223783e-05,76.4518867505448,30.9711404839431,100,38.9,42.6,94.4,88.9
"5570","Chhota Surtanpur (72)",3,51,265,38771,0.0480924643773,0.000107852858743,76.4727994620001,30.9540513313798,92.6,61.7,27.9333333333333,79.5,55.9
"5571","Bara Surtanpur (71)",3,51,265,38772,0.08822509961,0.000333491736393,76.4610365345814,30.9555728766336,99.1,21.7,30.2,77.4,56.6
"5572","Muajudinpur (70)",3,51,265,38773,0.0624064454415,0.000118118978396,76.4534185787501,30.9410943054526,100,27.5,35.4333333333333,88.6,62.5
"5574","Assarpur (83)",3,51,265,38775,0.0406328820743,9.74782142211e-05,76.4415306547412,30.9444200081097,98.3,86.2,38.5,74.1,62.1
"5575","Baman (84)",3,51,265,38776,0.0366685974768,5.01321793729e-05,76.435442231157,30.9479099600433,98,88,33.3333333333333,96,60
"5576","Ranga (81)",3,51,265,38777,0.037326973074,6.61273461163e-05,76.4431801241626,30.953204490986,97.1,64.7,29.4,82.4,53
"5577","Khizarpur (86)",3,51,265,38778,0.062552306093,0.000205525722066,76.4390025833369,30.9634377890523,96.2,19.2,33.3333333333333,84.6,69.2
"5578","Chupki (88)",3,51,265,38779,0.0305584769993,3.34934981077e-05,76.4360061292288,30.9707175921296,92.3,30.8,25.6333333333333,69.2,23.1
"5581","Jagatpur (64)",3,51,265,38784,0.0631707175891,0.000186772749292,76.4263954045457,30.9264857694686,94.3,86.8,35.8333333333333,90.6,66
"5583","Farid (94)",3,51,265,38786,0.041054099313,8.87784498417e-05,76.4203730945206,30.9525978009669,97.6,46.4,29.2666666666667,85.4,51.2
"5584","Bhauwal (93)",3,51,265,38787,0.0239914783033,1.42182385466e-05,76.4135262640001,30.9539851873219,100,16.7,37.0333333333333,75.1,66.7
"5586","Ferozepur (98)",3,51,265,38789,0.0578142914164,0.000140958486277,76.4105214265001,30.9434389901856,98.8,75.5,35.0333333333333,88.3,57.9
"5587","Muzafat (97)",3,51,265,38790,0.0232771878568,2.85678864216e-05,76.4154798397073,30.9358780015675,96.7,98.9,40.3,94.5,60.4
"5589","Balrampur (140)",3,51,265,38792,0.0554476701677,0.00012566149065,76.3887688799441,30.933607785909,100,53.9,36.1666666666667,90.1,60.7
"5590","Jasran (102)",3,51,265,38793,0.0427549758883,8.18237648129e-05,76.3913016133335,30.9444345679954,97.7,36.4,28.0333333333333,56.8,52.3
"5591","Attari (101)",3,51,265,38794,0.0477783453364,0.000103023246556,76.3996100338787,30.9499592686408,98.6,61.5,28.1,75.7,45.7
"5596","Bara Daudpur  (103)",3,51,265,38799,0.025093796592,2.86643867876e-05,76.3842950560647,30.9501207502044,100,1.5,30.9,74.9,36.8
"5597","Malewal (107)",3,51,265,38801,0.0775360550582,0.000157305668528,76.3781676090001,30.967107726163,97.6,11.9,33.3333333333333,90.5,80.9
"5600","Sultanpur (111)",3,51,265,38806,0.0606908521313,0.000148371312986,76.3561022499994,30.9617585826887,92.1,0,28.6,76.2,63.4
"5601","Makowal (116)",3,51,265,38807,0.106389431876,0.000335909791652,76.3467719345689,30.9593101923743,98.9,39.1,31.4666666666667,83.4,62
"5608","Rampur (124)",3,51,265,38815,0.0599250120067,0.000186716743951,76.3305747278465,30.9608447407385,96,83.8,35.7666666666667,83,65.4
"5609","Taprian Amar Singh (126)",3,51,265,38816,0.0690679379135,0.000219143137647,76.3276661518765,30.9341746579241,99.6,64.6,35.7333333333333,92,80.4
"5610","Behrampur Bet (125)",3,51,265,38817,0.112868329339,0.000310176254638,76.3415613612501,30.9309237625155,97.1,78,36.7,85.1,79.5
"5611","Dalla (115)",3,51,265,38818,0.0628561503899,0.000118428339855,76.3438307841268,30.9405431819918,96.2,72.5,41.7333333333333,89.3,87.7
"5612","Khokhar (114)",3,51,265,38819,0.0621667460908,0.000187095248015,76.3514295584803,30.9408193029059,98.8,84.6,46.4333333333333,91.5,88.2
"5613","Salahpur (113)",3,51,265,38820,0.0401262349578,9.27041885198e-05,76.3613998083616,30.943653784958,96,96,29.0333333333333,90.1,69.3
"5614","Rashidpur (106)",3,51,265,38821,0.0650385552177,0.000246556619746,76.3716173891188,30.9524302170411,98.9,67.4,32.4666666666667,73.1,48.4
"5615","Bazidpur (139)",3,51,265,38822,0.0962524491559,0.000196078874757,76.3803628880392,30.9436525848382,95.2,58,37.7666666666667,88.8,58.5
"5616","Dhumewal (138)",3,51,265,38823,0.0165093124787,1.73821710487e-05,76.3686107264819,30.9414852520724,99,22.9,30.1666666666667,79.1,36.5
"5618","Fatehpur (132)",3,51,265,38825,0.0630967643521,0.000141485581294,76.3597271460842,30.9238596289023,98.9,28.9,34.0666666666667,81.1,57.9
"5619","Mahtot (131)",3,51,265,38826,0.118285946026,0.000371909598776,76.3463053524966,30.9193252098442,98.5,35,34.3333333333333,91,88.5
"5620","Rokali Mangarh (130)",3,51,265,38827,0.118223745985,0.000311762157214,76.3327545890002,30.9081688188534,95.3,17.2,32.8333333333333,89.8,75
"5621","Kahanpur (127)",3,51,265,38828,0.0518387309162,0.000118426621283,76.3203440423179,30.9194702789301,100,43.3,48.2666666666667,95.5,83.5
"5622","Kotla Sarmukh Singh (128)",3,51,265,38829,0.0928176000236,0.000169967876483,76.3215762244574,30.8959019628633,100,65.5,34.1,87.3,66.6
"5626","Kiri Afghana (286)",3,51,265,38833,0.123774301621,0.000594604733823,76.3439734954796,30.8905863198689,96.5,49.5,34.5,82,66
"5627","Bassi Gujjran (287)",3,51,265,38834,0.124460449572,0.000515015329843,76.3576381742813,30.8846630281116,79.7,29.4,26.9333333333333,71.5,45.4
"5628","Dhaulran (288)",3,51,265,38835,0.0805756515237,0.000208821006265,76.3679251146198,30.8876786392844,100,35.6,30.2666666666667,82.7,54
"5630","Khanpur (135)",3,51,265,38838,0.0394837713739,9.42400404583e-05,76.3798370026594,30.9186636130724,97.3,47.3,37.6,94,87.8
"5631","Mukarabpur (143)",3,51,265,38840,0.0351287269004,6.59264041063e-05,76.3894102932969,30.9238794358499,97.3,48.6,45.9333333333333,89.2,67.6
"5632","Manjitpura/Chamar Majra (144)",3,51,265,38841,0.034844545628,6.38063055997e-05,76.3931391286554,30.9184697962249,100,59.2,30.7,81.6,56.5
"5633","Jatana  (142)",3,51,265,38842,0.0662493980332,0.000201407205169,76.4091359276156,30.9227190113891,99.5,71,40.7333333333333,94.2,74.9
"5635","Bhairon Majra (62)",3,51,265,38844,0.0533492787815,0.000195026601182,76.4240494279575,30.9140606588347,96.3,21.3,34.6,90.8,69.9
"5636","Bhoje Majra (61)",3,51,265,38845,0.0806169037412,0.000330741041379,76.4408113298286,30.9082997261622,96.8,9.6,35.4333333333333,91.9,75.9
"5637","Bhalian (65)",3,51,265,38846,0.055825852426,0.000181110289191,76.4445996858064,30.9224248223563,99.6,81.9,37.1,94.1,67.7
"5638","Suleman Shikoh (69)",3,51,265,38847,0.0542880016142,0.000143038799126,76.4437862835659,30.9324141111102,96.6,17.1,38.1666666666667,89.7,63.2
"5640","Bhaini (57)",3,51,265,38849,0.0805245255771,0.000144202855128,76.4639862067501,30.9368555833292,97.8,69.8,31.6666666666667,86.4,54.7
"5641","Chaunta Kalan (67)",3,51,265,38850,0.0646487257268,0.000168923949515,76.4584053361611,30.9243076997885,100,58.5,34.9666666666667,87.9,75.6
"5642","Kheri Salabatpur (66)",3,51,265,38851,0.0685881958224,0.000240704855726,76.4574568701883,30.9112992928109,98,97.3,38,90.7,72
"5643","Bhaku Majra (160)",3,51,265,38852,0.0561977460685,0.0001261703438,76.4660516571381,30.8992967676624,99.1,72.5,36.1666666666667,87.2,71.6
"5644","Chhota Gadhram (158)",3,51,265,38853,0.0518854681199,5.51301692152e-05,76.4618017015001,30.8808339897305,97,44.8,27.9,71.7,61.2
"5645","Talapur (159)",3,51,265,38854,0.0775531039513,0.000114024322323,76.4657017835002,30.8818087698564,100,42.3,36.2333333333333,91.3,82.7
"5646","Rampur Bet (156)",3,51,265,38855,0.0294182088762,4.52891573598e-05,76.4552130170215,30.8997500270615,100,71,51.6333333333333,96.8,80.7
"5647","Bara Gadhram (157)",3,51,265,38856,0.0530108053456,6.75639071177e-05,76.4581454377064,30.884210455125,98,44.9,32.6333333333333,83.7,51.1
"5648","Gagon (155)",3,51,265,38857,0.0681310583189,0.000225146346512,76.451774528132,30.885820049706,97.6,37,33.8333333333333,87.4,77.2
"5649","Dehar (154)",3,51,265,38858,0.0885272249364,0.000207068283786,76.4429138262088,30.8848096976445,90.9,45.7,25.7,67.3,46.9
"5650","Mundian (153)",3,51,265,38859,0.0586455141938,0.000153946429153,76.4352717927565,30.8857251012618,98.9,84.1,38.6333333333333,93.1,97.7
"5652","Kandola (146)",3,51,265,38861,0.0993178866277,0.000328976058196,76.3814789942834,30.8972395802689,97.5,74.4,35.8666666666667,91.3,73.1
"5653","Katlaur (145)",3,51,265,38862,0.0863769846416,0.00027596470985,76.3749400266834,30.8911408390292,99.2,62.6,39.7,97,100
"5655","Sandhuan (308)",3,51,265,38864,0.0650830113562,0.000251614481574,76.3789569381618,30.8689358110946,98.6,84.6,41.5666666666667,92.4,80.3
"5656","Chuhar Majra (307)",3,51,265,38865,0.0714716280075,0.000314298924918,76.3925664261197,30.8534692269998,96.7,63,31.7,83,64.2
"5658","Bhurara (303)",3,51,265,38867,0.0753476221921,0.000322460800734,76.4065950897962,30.8693099694929,98.3,74.7,38.3333333333333,85.4,80.3
"5659","Gobindpur Alias Dhespur (305)",3,51,265,38868,0.05784068071,8.67561395684e-05,76.4143115610002,30.8592571704401,96.9,73.4,37.5333333333333,93.7,100
"5660","Barsalpur (306)",3,51,265,38869,0.0823756310452,0.000252124660665,76.4127030075939,30.8494818587583,99,59.3,35.2666666666667,87.8,67.6
"5661","Rurkee (301)",3,51,265,38870,0.0819684434796,0.000421227854583,76.430436419872,30.8530900094568,98.2,64.9,34.6666666666667,93.2,69.8
"5662","Pipal Majra (302)",3,51,265,38871,0.0511474123069,0.000164878613265,76.4234359103578,30.8704572970434,99.5,66.4,36.5333333333333,87.8,56.9
"5663","Chhota Makrauna (300)",3,51,265,38872,0.0611690330687,0.000154780409865,76.4365788098074,30.866643921342,99,81.6,35.3666666666667,76,69.9
"5664","Bara Makrauna (299)",3,51,265,38873,0.0658749888869,0.000226276784835,76.4468811101872,30.864311961052,99.1,86.3,48.5666666666667,94.1,74.9
"5665","Salempur (298)",3,51,265,38874,0.072939108891,0.000310366086819,76.4609125316199,30.862772976632,99.6,63.6,43,73.5,71.4
"5666","Raulu Majra (163)",3,51,265,38875,0.0660354496222,0.000221249205531,76.4775136355702,30.8670070442958,98.9,72.5,31.9333333333333,86.4,61.9
"5667","Santpur (162)",3,51,265,38876,0.0530609965688,0.000127315393624,76.4753648343366,30.8756915105905,100,58.7,32.8666666666667,82,73.7
"5668","Kotli (161)",3,51,265,38877,0.0652764803092,0.000216309555912,76.472941938689,30.8884304012611,99.2,95,37.2666666666667,88.9,65.3
"5669","Dugri (164)",3,51,265,38878,0.0479137466225,0.000141909996617,76.48521164367,30.8830105671558,89.9,78.7,29,76.9,61
"5670","Balsanda (167)",3,51,265,38879,0.107970900325,0.000456412508503,76.4940352762762,30.8949744399009,98.7,76.4,36.5333333333333,82.6,70.3
"5671","Bari Jhallian (168)",3,51,265,38880,0.0865246726374,0.000436572738009,76.4929423157073,30.9124661401077,99.7,86.8,34.9333333333333,89.4,73
"5672","Pathreri Jattan (169)",3,51,265,38881,0.069425276603,0.000245252360666,76.5152238280498,30.9038202155052,98.2,60.6,28.0333333333333,75.2,67.7
"5673","Salahpur (166)",3,51,265,38882,0.076427204203,0.000245946762356,76.5097495979581,30.8900939725854,97.3,70.7,36.9666666666667,74.8,68.7
"5674","Dulchi Majra (226)",3,51,265,38883,0.0629785448476,0.000193410949423,76.5171351528281,30.8818799919732,96.9,50,34.7,82.3,64.1
"5675","Boor Majra (227)",3,51,265,38885,0.0937891432708,0.000393929106096,76.5037719229038,30.8684465146349,98.2,81.3,34.7,84.1,61.5
"5676","Samrauli (228)",3,51,265,38886,0.0501245170333,0.000120059246475,76.4890418515298,30.8613159776471,98,98,32.6666666666667,74,54
"5677","Rasulpur (229)",3,51,265,38887,0.0707368015663,0.000288590438565,76.4954375965652,30.8484714641933,97.2,89.2,31.6,83.9,72.1
"5678","Bara Samana (297)",3,51,265,38888,0.0840267983111,0.000374230469643,76.4734410699859,30.8500767713117,97.5,85.5,32.7333333333333,85.5,60.8
"5679","Chhota Samana (296)",3,51,265,38889,0.0603790885671,0.000195249223427,76.4742444941301,30.8372346662613,100,96.8,40.1,84.3,67.3
"5680","Oind (294)",3,51,265,38890,0.0776337305178,0.000340103002469,76.455084556766,30.8426099417055,96.6,71.8,33.7666666666667,75.9,72.8
"5681","Ramgarh (293)",3,51,265,38891,0.0473126908671,0.00010779346187,76.445613418543,30.8361364351238,97.4,93.9,35.6666666666667,87.8,68.7
"5682","Lutheri (291)",3,51,265,38892,0.0746804483286,0.000216505187182,76.4332507059351,30.8382307570124,97.3,82.8,42.1333333333333,90,77.7
"5683","Amrali (290)",3,51,265,38893,0.0763109968286,0.000406753912485,76.4153389718724,30.829763876674,98.6,60.2,33.0666666666667,76.1,58.8
"5684","Majri (283)",3,51,265,38894,0.0391516637185,9.63944598805e-05,76.4322487291373,30.8242168089686,96.7,73.6,35.5333333333333,82.4,76.9
"5687","Chaklan (292)",3,51,265,38897,0.0409725542617,0.000107089684461,76.5530917593099,30.8767242580295,98.4,74.4,34.2333333333333,91.9,64.3
"5688","Sarhana (279)",3,51,265,38898,0.0799579940192,0.000318456019659,76.4603772172644,30.814151848405,98.8,48.2,34.3333333333333,92.3,64.7
"5689","Udhampur (280)",3,51,265,38899,0.0293990585603,5.42507343698e-05,76.447960185124,30.8114658816168,100,95.1,48.7666666666667,92.7,90.3
"5690","Kotli (272)",3,51,265,38900,0.0504831030823,0.000109823370296,76.4386505308609,30.8056981432679,95.7,54.6,32.4,78.1,67.3
"5691","Ballan (274)",3,51,265,38901,0.0438201511877,0.000120245090543,76.4468350229731,30.8022481549666,98,78,33.3333333333333,92,95
"5692","Kajauli (266)",3,51,265,38902,0.0569559551441,0.000167224740517,76.4471614515547,30.7883810994619,98.1,53.8,34.1333333333333,89.9,76.6
"5693","Boothgarh (265)",3,51,265,38903,0.037330070363,7.44941448875e-05,76.4555681351559,30.7906202290271,100,71.9,35.4,96.9,87.5
"5694","Kalaran (275)",3,51,265,38904,0.0723040802775,0.000249747042426,76.4654905802325,30.8019887834058,98.9,48.1,38.1666666666667,83.4,62.6
"5695","Mundian (278)",3,51,265,38905,0.0663638856176,0.000228562153694,76.4770378383114,30.8156587848214,97.5,87,29.2333333333333,65,57
"5696","Dumna (295)",3,51,265,38906,0.0525855125981,0.000126339663309,76.4732568117975,30.8284903022769,98.1,95.4,33.6666666666667,84.2,58.8
"5697","Fatehgarh (236)",3,51,265,38907,0.0539474701703,0.000123481355463,76.4856254472165,30.8269693087566,98.8,70,30.8333333333333,66.2,57.5
"5698","Kainaur (235)",3,51,265,38908,0.0964567589348,0.000317343646842,76.5044447515,30.8369006511241,97.3,91.6,33.2666666666667,88.4,56.6
"5699","Dhanauri (230)",3,51,265,38909,0.0962767880251,0.000470086297978,76.5176663927563,30.8584661752847,96.9,64.7,34.3666666666667,89.8,62.9
"5700","Sotal (224)",3,51,265,38910,0.091543439516,0.000336561883515,76.540047852061,30.8579466045473,95.9,86.2,32.0333333333333,75.9,47.3
"5701","Kakrali (231)",3,51,265,38911,0.0778436042809,0.000358578303858,76.5223011581859,30.8406046898662,97.8,97.5,33.4666666666667,87.8,67.6
"5702","Bamnara (232)",3,51,265,38912,0.0791331386574,0.000316191955123,76.5359847557482,30.826855598268,96.7,70.3,33.1,83.4,56.6
"5703","Khairpur (242)",3,51,265,38913,0.0203844546884,1.9066520041e-05,76.5313035443815,30.8093983646546,96.6,40.5,37.8,82,86.5
"5704","Dhangrali (244)",3,51,265,38914,0.116009683311,0.000230818197945,76.532847333508,30.8157005349875,96.6,25.2,32.1,91.6,58.1
"5705","Nathwalpur  (233)",3,51,265,38915,0.0570348022934,0.000153255198417,76.5184058701831,30.8218201073707,98.4,88.5,33.4666666666667,89.7,53.9
"5706","Gopalpur (234)",3,51,265,38916,0.0505040548697,0.000131666721455,76.5106952163537,30.8274789558091,99.3,65.7,31.5666666666667,87.3,63.4
"5707","Kotla (237)",3,51,265,38917,0.0426956376448,9.72403513372e-05,76.5005304745001,30.8238051505547,100,100,39.3666666666667,100,87.9
"5708","Saheri (240)",3,51,265,38918,0.0716397606647,0.000246766329112,76.5071013227906,30.8126898262035,96.3,90.5,31.3,84.7,56
"5709","Aurnauli (238)",3,51,265,38919,0.0585403889426,0.000164675925448,76.4902595267243,30.8175857020324,99.4,87.2,38.2333333333333,88.3,60.1
"5710","Bangian (239)",3,51,265,38920,0.0376563158781,6.78264760818e-05,76.4920825461493,30.8086748698353,100,90.4,37.8333333333333,94.2,96.1
"5711","Dholan Majra (277)",3,51,265,38921,0.0506876530442,0.000121267517419,76.4846220880323,30.8013147195261,99,83.6,37.8,97.1,85.5
"5712","Kanjla (276)",3,51,265,38922,0.055755504332,0.00016725990606,76.4762488755481,30.7942379833106,98.1,85.8,39.5333333333333,91.3,96.3
"5713","Rampur Mehrab (264)",3,51,265,38923,0.0537340337725,0.000134462764405,76.4661192870915,30.7871716463093,93.9,33.3,30.3,57.5,42.4
"5714","Sangatpur (263)",3,51,265,38924,0.0472858476558,0.000149695213563,76.4584612179129,30.780039759264,97.5,60,31.6666666666667,72.5,80
"5715","Doom Chheri (262)",3,51,265,38925,0.0909952474263,0.000456913440586,76.4551195860989,30.7653913013677,100,90.6,49.8333333333333,95.5,99.6
"5716","Tajpur (261)",3,51,265,38926,0.0494545950279,0.000125657763581,76.4729249236809,30.7518396990632,98.8,93.8,39.3666666666667,88.8,76.4
"5717","Bahbalpur (260)",3,51,265,38927,0.0897824720449,0.000121696513069,76.47769869332,30.7591432057143,98.9,89.6,43.6666666666667,87.3,88.5
"5718","Chalaki (256)",3,51,265,38928,0.0552004096851,0.000134926611293,76.4740023280114,30.7665335341568,98.9,89.6,43.6666666666667,87.3,88.5
"5719","Sukho Majra (255)",3,51,265,38929,0.0539713222738,0.000149616967904,76.4723210868952,30.7748180199332,97.3,67,36,90.2,92
"5721","Datarpur (258)",3,51,265,38931,0.0490690943935,0.000118818357377,76.4958317535823,30.7686752062785,96.4,97,34.3,89.1,66.8
"5722","Shahpur (259)",3,51,265,38932,0.0546926563513,0.000119992477143,76.4877627643087,30.7613861053509,92.5,42.5,30,92.5,70
"5723","Badwali (251)",3,51,265,38933,0.0615923451338,0.000218125261985,76.4952316759422,30.7528688148032,98,96.1,36.1,85.8,70
"5724","Rattangarh (250)",3,51,265,38934,0.0868252200057,0.000221526239053,76.512149272485,30.7604654242084,97,95.9,33.9,82.2,69.7
"5725","Kulheri (252)",3,51,265,38935,0.0228707993858,2.42612155408e-05,76.5065817339326,30.7559956175878,97.8,70.3,30.2,77.5,67.4
"5726","Ramgarh Alias Manda (253)",3,51,265,38936,0.0519238965151,0.000102712823126,76.5073043440001,30.7742171574298,96.7,81,34.1333333333333,76,60.3
"5727","Chhoti Mandauli (249)",3,51,265,38937,0.0684084712521,0.000183944953443,76.523690086139,30.7689341914224,95.9,98.8,43.0666666666667,89.5,64.9
"5728","Bari Mandauli (248)",3,51,265,38938,0.142479067797,0.000556730596738,76.5252462735,30.7865523042415,98.2,81.5,36.7333333333333,85.6,76.8
"5729","Rangian (241)",3,51,265,38939,0.0626941573792,0.000177329482104,76.5139988238063,30.8028538239278,98.9,92.3,36.8666666666667,90.5,64.8
"5730","Akbarpur (245)",3,51,265,38941,0.0506087109586,0.000104438090842,76.5350788677449,30.8014657715017,100,35.3,41.8333333333333,86.2,74.5
"5731","Man Kheri (247)",3,51,265,38942,0.0611902310333,0.000202101836638,76.548884785709,30.7882367360203,99.1,56.3,31.3,78.5,64.3
"5732","Chotamla (246)",3,51,265,38943,0.0941862730585,0.000341623665103,76.5468062383618,30.8018413368476,98.2,50.4,30.6,90.3,63.2
"5733","Chutamali (114)",3,51,265,38944,0.0579801086783,0.000169898434194,76.5543172710556,30.812050588298,98.7,69.6,37.8333333333333,97.4,85.2
"5734","Dhianpura (115)",3,51,265,38945,0.0523513820879,0.000133462171536,76.5580153599868,30.8221575670347,99.4,44.6,41.3,93.6,64.2
"5735","Behdali (116)",3,51,265,38946,0.0558525600736,0.00017281462858,76.5489318498369,30.8321727751728,99.5,78.9,29.0333333333333,96.3,64.4
"5737","Paprali (117)",3,51,265,38948,0.0559341006125,0.000192029715253,76.5399268411496,30.844471567767,98,72.9,33.3,88.1,67.6
"5738","Bhagowal (119)",3,51,265,38949,0.0449987031525,9.17613138433e-05,76.5557546744671,30.8453793923428,99,97.9,45.7,93.9,95.9
"5739","Charheri (120)",3,51,265,38950,0.0354660045474,5.2576059741e-05,76.5619184837079,30.8469330218894,100,83.5,38.5333333333333,83.5,74.3
"5740","Ban Majra (123)",3,51,265,38951,0.0429507260709,8.42919356554e-05,76.5591097339729,30.858519597303,100,32.6,33.3333333333333,85.9,45.1
"5741","Mathahari (124)",3,51,265,38952,0.0444847880521,8.83245281875e-05,76.5649791754507,30.8581227749863,100,45.9,29.7333333333333,97.3,70.3
"5742","Adhrera (122)",3,51,265,38953,0.057721286891,0.000119447066702,76.5738512951348,30.8508887144456,98.3,26.7,32.3666666666667,82.2,57.2
"5743","Fatehgarh (126)",3,51,265,38954,0.0446477434947,9.99341559732e-05,76.5794868533209,30.8634193992398,98.9,56.2,37.0666666666667,74.1,70.8
"5744","Chintgarh (130)",3,51,265,38955,0.0589098219873,0.000172907841066,76.5934979562154,30.8598905680953,100,72.8,33.9333333333333,89.5,65.4
"5745","Morinda (M Cl)",3,51,265,800261,0.190994030628,0.00110339406776,76.5243171928827,30.9666758734847,96.6857142857143,90.5,40.9857142857143,87.2857142857143,70.1357142857143
"5746","Gurdialpura (83)",3,48,250,36160,0.182176890534,0.000876246948174,76.2147026935002,30.0437634240263,99.4,100,34.3666666666667,85.3,49.1
"5747","Kakrala (71)",3,48,250,36161,0.201080572358,0.0017522529054,76.125886424764,30.0718047087682,98.3,80.1,32.0333333333333,76.5,55
"5748","Bujrak (70)",3,48,250,36162,0.122439889223,0.000630617273098,76.1177844873409,30.1009621056766,90.9,45.4,28.1,60.2,40.3
"5750","Shahpur (73)",3,48,250,36164,0.141533802852,0.000556203312977,76.1560770095822,30.0846676509352,97.9,95.2,29.8666666666667,72.3,63.1
"5751","Munda Khera Alias Belumajra (84)",3,48,250,36165,0.071990965381,0.000166417615028,76.1736106920001,30.0714384280778,100,97.5,35.8333333333333,89.1,79
"5752","Arain Majra (86)",3,48,250,36166,0.113975224025,0.00033484879744,76.1970946730521,30.0728436079348,96.7,45.4,32.6333333333333,79.8,50
"5753","Mardan Heri (85)",3,48,250,36167,0.0924898849951,0.000361971766521,76.2041575895001,30.0587392165273,97.9,88.1,29.8666666666667,80,45.2
"5755","Rattan Heri (89)",3,48,250,36169,0.107905846358,0.000402736714837,76.2323322071796,30.0851285442493,93.6,93.5,33.3666666666667,88.1,65.9
"5756","Asmanpur (90)",3,48,250,36171,0.120439865055,0.000456563836984,76.2316336589903,30.0985295178772,99.3,59.4,35.3,67.3,50.5
"5758","Dhanetha (75)",3,48,250,36173,0.15053709646,0.00105400003557,76.1974652627184,30.1058870203907,99.5,87.4,32.3,84.9,54.3
"5760","Mavi Kalan (74)",3,48,250,36175,0.11042685299,0.000668842545831,76.1636817811169,30.1036008022932,98.2,97,33.8,77.9,51.4
